company,country,product_category,brand_name,contact_name,email_address,address,license_number,certification_body,expiry_date,product_details
ADM Promotions Hong Kong Ltd,Hong Kong (HK) - SAR of China,Accessories,,,,,A11205,Intertek Testing Services,2024-01-24,
ADM PROMOTIONS SAS,France (FR),Accessories,,Cristina Alvarez,cristina.alvarez@admgroup.com,6 rue Casteres,00206357,Ecocert Greenlife,2024-06-30,"Bags
handbags
pouches (PD0024)
totes"
ADM Promotions UK,United Kingdom (GB),Accessories,,Clémence CHESNE,clemence.chesne@admgroup.com,20 Farringdon Street,00270988,Ecocert Greenlife,2024-06-30,"Bags
handbags
pouches (PD0024)
totes"
admixx GmbH,Germany (DE),"Babywear, Garments, Accessories, Home Textiles, Hygiene products",,Andrea Geilen,andrea.geilen@admixx.de,,BCS 35679,BCS,2024-03-31,"Babys’ apparel - Hats - 100% Organic cotton - Organic
Babys’ apparel - Sleepwear - 100% Organic cotton - Organic
Carried accessories - Bags - 100% Organic cotton - Organic Unisex apparel - T-Shirts - 100% Organic cotton - Organic
Home textiles - food contact textiles - 100% Organic cotton - Organic
Home textiles - food contact textiles - 84% Organic cotton / 16% Recycled Polyester - Made with organic
Personal care
Worn accessories - Babies’ accessories - 100% Organic cotton - Organic
hygiene - Topical products (cosmetic pads) - 100% Organic cotton - Organic"
ADS APPARELS,India (IN),"Babywear, Children's wear, Ladieswear, Men's wear",,THANGAVEL PALANISAMI,sami@adsapparels.com,,ICEA-TX-2952,ICEA Istituto per la Certificazione Etica e Ambientale,2024-12-14,"Babies' apparel (PC0003)
Children's apparel (PC0004)
Children's apparel (PC0004)
Men's apparel (PC0001)
Women's apparel (PC0002)"
ADS Textil Handel,Germany (DE),Fabrics,,Catrin Petersen,petersen@ads-textil.de,,CERES-0990,Ceres,2024-06-23,Woven fabrics (PD0059)
"ADUANAS ALIE, S.A.",Spain (ES),Men's wear,"ADUANAS ALIE, S.A.",FRANCISCO JAVIER GONZALEZ,javier@aduanasalie.com,,CU-1143909,Control Union Certifications,2024-10-26,"Men's apparel / T-shirts
singlets - 100% Organic Cotton"
Advance Creation,India (IN),Fabrics,,,sanjay@advancecreation.com,"2nd Floor, Unit- 247/248, A-Z Indl. Estate, GK Marg, Lower Parel Mumbai, 400 013",016190,IDFL,2024-11-01,
"Advance Denim Co.,Ltd.",China (CN),Fabrics,,,,"No.3 Xinyoudong Road, Ronggui Shunde",1002171,Control Union Certifications,2024-10-11,Dyed fabrics (PC0025)
Advantage Fibres International Ltd,United Kingdom (GB),Raw Fibres,,,guy@advantagefibres.com,West Yorkshire,DK27535,Soil Association Certification Ltd.,2024-11-30,"Cotton
Flax and Silk Fibers.
Hemp
Wool"
Adwaith Lakshmi Industries Private Limited,India (IN),"Fabrics, Garments, Accessories, Home Textiles",,Mr. s. sathyamoorthy,s.sathyamoorthy@adwaithlakshmi.in,"SF.No.137/3, 137/4, Sangothipalayam, Kaniyur (PO), Karumathampatty (Via),",CU 832853,Control Union Certifications,2024-06-13,"Babies' apparel (PC0003) Babies' clothing (PD0013) -100.0% Organic Cotton (RM0104) Children's apparel(PC0004)Knitted fabrics (PD0058) -100.0% Organic Cotton (RM0104) Dyed fabrics (PC0025) Woven fabrics (PD0059) -100.0% Organic Cotton (RM0104) Functional accessories(PC0017)Decorative items (PD0054) -100.0% Organic Cotton (RM0104) Greige fabrics (PC0026) Knitted fabrics (PD0058) -100.0% Organic Cotton (RM0104) Greige fabrics (PC0026) Woven fabrics (PD0059) -100.0% Organic Cotton (RM0104) Home textiles (PC0010) Blankets
bedspreads
quilts (PD0019) -100.0% Organic Cotton (RM0104)"
Adwaith Textile Private Limited,India (IN),"Raw Fibres, Yarns",,C. Gopi Prasad,mktg@adwaithtextiles.in,,ICEA-TX-906,ICEA Istituto per la Certificazione Etica e Ambientale,2024-05-15,"Greige yarns (PC0030)
Undyed fibers (PC0034)"
AEM TEKSTIL SAN VE TIC LMT SRK,Turkey (TR),"Babywear, Ladieswear, Men's wear, Garments",,,,AOSB 10026 Sokak 40/1 Cigli,GOTS-BVTK0012,Bureau Veritas,2024-08-22,
AEON GARMENTS,India (IN),"Babywear, Children's wear, Fabrics, Ladieswear, Men's wear, Yarns, Accessories",,,,"No. 198/2, Poothottam, Opp Amman Kalyana Mandapam, Sirupooluvapatti",228305,Intertek Testing Services,2024-08-17,Greige fabrics | PC0026 Women's apparel | PC0002 Men's apparel | PC0001 Outdoor | PC0018 Greige yarns | PC0030 Undyed fabrics | PC0027 Babies' apparel | PC0003 Dyed fabrics | PC0025 Children's apparel | PC0004 Worn accessories | PC0012 Dyed yarns | PC0029
AescuBrands UG (haftungsbeschränkt),Germany (DE),"Ladieswear, Men's wear",,Daniel Grätz,info@aescubrands.com,,BCS 37512,BCS,2024-07-31,Men’s apparel (PC0001) - T-shirts [somnipax] (PD0007) Women’s apparel (PC0002) - T-shirts [somnipax] (PD0007)
AFFECTIVE,France (FR),Garments,,Julia BESSE,julia.besse@affective.fr,45-47 Rue Paul Bert,00234664,Ecocert Greenlife,2024-03-25,"Sweaters
cardigans (PD0004) T-shirts
pullovers
singlets (PD0007)"
Afflatus International,India (IN),"Accessories, Fabrics, Garments, Home Textiles, Yarns",,Mr.Danesh Pandit,danesh.pundit@afflatusgroup.com,"Plot No. 10, Sector- 8, IMT Manesar,",CU 848999,Control Union Certifications,2024-06-21,"Carried accessories(PC0011)Bags
bed sheets (PD0015) -100.0%Organic Cotton (RM0104) Home textiles (PC0010) Blankets
bedspreads
blinds (PD0020) -100.0%Organic Cotton (RM0104) Home textiles (PC0010) Pillows
blouses (PD0005) -100.0%Organic Cotton (RM0104) Children's apparel(PC0004)Sweaters
blouses (PD0005) -100.0%Organic Cotton (RM0104) Men's apparel (PC0001) T-shirts
blouses (PD0005) -100.0%Organic Cotton (RM0104) Women's apparel(PC0002)Shirts
blouses (PD0005) -5.0%Elastane (Spandex) (RM0160)+ 95.0%Organic Cotton (RM0104) Women's apparel(PC0002)T-shirts
caps
cardigans (PD0004) -100.0%Organic Cotton (RM0104) Children's apparel(PC0004)T-shirts
cushions (PD0023) -100.0%Organic Cotton (RM0104) Home textiles (PC0010) Table linen
handbags
head coverings (PD0030) -100.0%Organic Cotton (RM0104)
kitchen linen
napkins (PD0016) -100.0%Organic Cotton (RM0104) Home textiles (PC0010) Towels
pouches (PD0024) -100.0%Organic Cotton (RM0104) Children's apparel(PC0004)Dresses
pullovers
quilts (PD0019) -100.0%Organic Cotton (RM0104) Home textiles (PC0010) Curtains
singlets (PD0007) -100.0%Organic Cotton (RM0104) Children's apparel(PC0004)Tops (PD0073) -100.0%In Conversion Cotton (RM0103) Children's apparel(PC0004)Tops (PD0073) -100.0%Organic Cotton (RM0104) Dyed fabrics (PC0025) Knitted fabrics (PD0058) -100.0%Organic Cotton (RM0104) Dyed fabrics (PC0025) Knitted fabrics (PD0058) -95.0%Organic Cotton (RM0104)+ 5.0%Elastane (Spandex) (RM0160) Dyed fabrics (PC0025) Knitted fabrics (PD0058) -4.0%Elastane (Spandex) (RM0160)+ 96.0%Organic Cotton (RM0104) Dyed fabrics (PC0025) Woven fabrics (PD0059) -100.0%Organic Cotton (RM0104) Dyed yarns (PC0029) Normally combed yarns (PD0102) -100.0%Organic Cotton (RM0104) Greige fabrics (PC0026) Knitted fabrics (PD0058) -100.0%Organic Cotton (RM0104) Greige fabrics (PC0026) Knitted fabrics (PD0058) -5.0%Elastane (Spandex) (RM0160)+ 95.0%Organic Cotton (RM0104) Greige fabrics (PC0026) Knitted fabrics (PD0058) -4.0%Elastane (Spandex) (RM0160)+ 96.0%Organic Cotton (RM0104) Greige fabrics (PC0026) Woven fabrics (PD0059) -100.0%Organic Cotton (RM0104) Greige yarns (PC0030) Normally combed yarns (PD0102) -100.0%Organic Cotton (RM0104) Home textiles (PC0010) Bed linen
singlets (PD0007) -100.0%Organic Cotton (RM0104) Men's apparel (PC0001) Tops (PD0073) -100.0%Organic Cotton (RM0104) Printed fabrics (PC0039) Woven fabrics (PD0059) -100.0%Organic Cotton (RM0104) Women's apparel(PC0002)Dresses
singlets (PD0007) -100.0%Organic Cotton (RM0104) Women's apparel(PC0002)T-shirts
singlets (PD0007) -95.0%Organic Cotton (RM0104)+ 5.0%Elastane (Spandex) (RM0160) Women's apparel(PC0002)Tops (PD0073) -100.0%In Conversion Cotton (RM0103) Women's apparel(PC0002)Tops (PD0073) -100.0%Organic Cotton (RM0104) Women's apparel(PC0002)Tops (PD0073) -5.0%Elastane (Spandex) (RM0160)+ 95.0%Organic Cotton (RM0104) Worn accessories(PC0012)Hats
skirts (PD0011) -100.0%In Conversion Cotton (RM0103) Women's apparel(PC0002)Dresses
skirts (PD0011) -100.0%Organic Cotton (RM0104) Children's apparel(PC0004)Knitted fabrics (PD0058) -4.0%Elastane (Spandex) (RM0160)+96.0%Organic Cotton (RM0104) Children's apparel(PC0004)Pants
skirts (PD0011) -100.0%Organic Cotton (RM0104) Women's apparel(PC0002)Dresses
skirts (PD0011) -5.0%Elastane (Spandex) (RM0160)+ 95.0%Organic Cotton (RM0104) Women's apparel(PC0002)Knitted fabrics (PD0058) -96.0%Organic Cotton (RM0104)+ 4.0%Elastane (Spandex) (RM0160) Women's apparel(PC0002)Shirts
tablecloth
toilet linen (PD0017) -100.0%Organic Cotton (RM0104) Men's apparel (PC0001) Shirts
totes
trousers (PD0003) -100.0%Organic Cotton (RM0104) Children's apparel(PC0004)Shirts"
AFION INTERNATIONAL,India (IN),"Babywear, Ladieswear, Children's wear, Home Textiles",,,personnel@afioninternational.com,"PLOT N0-357-I, PACE CITY-2, SECTOR-37",013287,IDFL,2024-01-05,Home Textiles (PC0010) Bedspreads (PD0019) Organic Cotton (RM0104) GOTS (Organic) 50208 Home Textiles (PC0010) Quilts (PD0019) Organic Cotton (RM0104) GOTS (Organic) 50208 Women's Apparel (PC0002) Rompers (PD0006) Organic Cotton (RM0104) GOTS (Organic) 50208 Babies' Apparel (PC0003) Dresses (PD0011) Organic Cotton (RM0104) GOTS (Organic) 50208 Children's Apparel (PC0004) Rompers (PD0006) Organic Cotton (RM0104) GOTS (Organic) 50208 Women's Apparel (PC0002) Blouses (PD0005) Organic Cotton (RM0104) GOTS (Organic) 50208 Women's Apparel (PC0002) Dresses (PD0011) Organic Cotton (RM0104) GOTS (Organic) 50208 Women's Apparel (PC0002) Shirts (PD0005) Organic Cotton (RM0104) GOTS (Organic) 50208 Women's Apparel (PC0002) Pants (PD0003) Organic Cotton (RM0104) GOTS (Organic) 50208 Women's Apparel (PC0002) Skirts (PD0011) Organic Cotton (RM0104) GOTS (Organic) 50208 Children's Apparel (PC0004) Blouses (PD0005) Organic Cotton (RM0104) GOTS (Organic) 50208 Women's Apparel (PC0002) Sleepwear (PD0006) Organic Cotton (RM0104) GOTS (Organic) 50208 Children's Apparel (PC0004) Dresses (PD0011) Organic Cotton (RM0104) GOTS (Organic) 50208 Children's Apparel (PC0004) Shirts (PD0005) Organic Cotton (RM0104) GOTS (Organic) 50208 Children's Apparel (PC0004) Pants (PD0003) Organic Cotton (RM0104) GOTS (Organic) 50208 Children's Apparel (PC0004) Undergarment (PD0006) Organic Cotton (RM0104) GOTS (Organic) 50208 Children's Apparel (PC0004) Sleepwear (PD0006) Organic Cotton (RM0104) GOTS (Organic) 50208 Home Textiles (PC0010) Cushion Covers (PD0015) Organic Cotton (RM0104) GOTS (Organic) 50208 Home Textiles (PC0010) Pillow Covers (PD0015) Organic Cotton (RM0104) GOTS (Organic) 50208 Babies' Apparel (PC0003) Babies' Accessories (PD0014) Organic Cotton (RM0104) GOTS (Organic) 50208 Babies' Apparel (PC0003) Babies' clothing (PD0013) Organic Cotton (RM0104) GOTS (Organic) 50208
"AFRICATEX, S.A.",Portugal (PT),"Raw Fibres, Yarns",,,comercial@mcm-mozambique.com,,CB-GOTS-CUC-03- 1008341,Control Union Certifications,2024-03-22,Greige yarns (PC0030) Carded yarns (PD0067) 100.0%Organic Cotton (RM0104) Organic Undyed fibers (PC0034) Carded yarns (PD0067) 100.0%Organic Cotton (RM0104) Organic Undyed fibers (PC0034) Comber noil (PD0082) 100.0%Organic Cotton (RM0104) Organic Undyed yarns (PC0031) Normally combed yarns (PD0102) 100.0%Organic Cotton (RM0104) Organic
Afroze Textile Industries (PVT.). LTD,Pakistan (PK),"Fabrics, Yarns, Accessories, Home Textiles",,,,"LA-1/A, Block 22, Federal B Area",USB 002335,USB Certification,2024-06-10,"Pillows
bed sheets (PD0015) - 100% organic cotton (RM0104) Knitted fabrics (PD0058) - 95% organic cotton (RM0104) + 5% elastane (RM0160) Blankets
bed sheets (PD0015) - 95% organic cotton (RM0104) + 5% elastane (RM0160) Blankets
bed sheets (PD0015) - 98% organic cotton (RM0104) + 2% elastane (RM0160) Blankets
bedspreads
bedspreads
bedspreads
bedspreads
bedspreads
blinds (PD0020) - 100% organic cotton (RM0104) Bags
blinds (PD0020) - 98% organic cotton (RM0104) + 2% elastane (RM0160) Pillows
cushions (PD0023) - (pillow case) - 100% organic cotton (RM0104) Blankets
cushions (PD0023) - 100% organic cotton (RM0104) Curtains
cushions (PD0023) - 95% organic cotton (RM0104) + 5% elastane (RM0160)
cushions (PD0023) - 98% organic cotton (RM0104) + 2% elastane (RM0160) Knitted fabrics (PD0058) - 70% organic cotton (RM0104) + 30% recycled pre/post-consumer polyester (RM0187) Bed linen
handbags
handbags
kitchen linen
pouches (PD0024) - 100% organic cotton (RM0104) Towels
pouches (PD0024) - 98% organic cotton (RM0104) + 2% elastane (RM0160) Bed linen
quilts (PD0019) - (Duvet cover) - 100% organic cotton (RM0104) Blankets
quilts (PD0019) - (Quilt Cover) - 100% organic cotton (RM0104) Knitted fabrics (PD0058) - 100% organic cotton (RM0104) Bed linen
quilts (PD0019) - 100% organic cotton (RM0104) Pillows
quilts (PD0019) - 95% organic cotton (RM0104) + 5% elastane (RM0160) Pillows
quilts (PD0019) - 98% organic cotton (RM0104) + 2% elastane (RM0160) Curtains
toilet linen (PD0017) - 98% organic cotton (RM0104) + 2% elastane (RM0160) Bags
totes
totes"
Afroze Textile Industries (PVT.). LTD (Towel Unit),Pakistan (PK),"Accessories, Ladieswear, Fabrics, Men's wear, Home Textiles",,,,"Plot No. C-8 Scheme 33, S.I.T.E, Super Highway",USB 002144,USB Certification,2024-08-01,"Bed linen
bed sheets (PD0015) - 100% organic cotton (RM0104) Towels
bed sheets (PD0015) - 95% organic cotton (RM0104) + 5% elastane (RM0160) Blankets
bed sheets (PD0015) - 98% organic cotton (RM0104) + 2% elastane (RM0160) Blankets
bedspreads
bedspreads
bedspreads
blinds (PD0020) - 100% organic cotton (RM0104) Bags
blinds (PD0020) - 98% organic cotton (RM0104) + 2% elastane (RM0160) Pillows
cushions (PD0023) - 100% organic cotton (RM0104) Curtains
cushions (PD0023) - 95% organic cotton (RM0104) + 5% elastane (RM0160)
cushions (PD0023) - 98% organic cotton (RM0104) + 2% elastane (RM0160) Woven fabrics (PD0059) - 70% organic cotton (RM0104) + 30% recycled pre/post-consumer polyester (RM0187) Towels
handbags
handbags
kitchen linen
kitchen linen
kitchen linen
napkins (PD0016) - 100% organic cotton (RM0104) Bed linen
pouches (PD0024) - 100% organic cotton (RM0104) Towels
pouches (PD0024) - 98% organic cotton (RM0104) + 2% elastane (RM0160) Bed linen
quilts (PD0019) - 100% organic cotton (RM0104) Pillows
quilts (PD0019) - 95% organic cotton (RM0104) + 5% elastane (RM0160) Pillows
quilts (PD0019) - 98% organic cotton (RM0104) + 2% elastane (RM0160) Curtains
robes (PD0006) - 100% organic cotton (RM0104) Blankets
sleepwear
tablecloth
toilet linen (PD0017) - 100% organic cotton (RM0104) Undergarment
toilet linen (PD0017) - 70% organic cotton (RM0104) + 30% recycled pre/post-consumer polyester (RM0187) Table linen
toilet linen (PD0017) - 98% organic cotton (RM0104) + 2% elastane (RM0160) Bags
totes
totes"
Akcam Orme Kumas San. ve Tic. A.S.,Turkey (TR),"Fabrics, Yarns",,Yasin Cihandogdu,yasin@akcamtekstil.com.tr,Yakuplu Mh. Dereboyu Cad. No: 19/A Ic Kapı No: 4 Beylikduzu,CU 1022200,Control Union Certifications,2023-12-29,"Dyed fabrics
Greige fabrics
Greige yarns
Undyed fabrics"
Akcanlar Tekstil Sanayi ve Ticaret A.S.,Turkey (TR),Yarns,,Necmettin Acikalin,n.acikalin@akcanlartekstil.com,5. Org. San.Bol. 83567 No lu Cadde No: 4 Sehitkamil,CU 1012634,Control Union Certifications,2024-06-30,Yarns
AKDEM MAĞAZACILIK TİC.LTD.ŞTİ.,Turkey (TR),"Garments, Home Textiles",,Emre ALMAZOGLU,emre.a@akdemgroup.com,,00178631,Ecocert Greenlife,2023-12-30,Babies' clothing [socks] (PD0013) Towels (PD0017)
AKDEM TEKSTIL SANAYI VE TICARET LIMITED SIRKETI,Turkey (TR),Fabrics,,,,"Kale Mah. Karasu OSB Akdem Tekstil Blok No:1, Kestel",USB 003555,USB Certification,2024-07-13,Knitted fabrics (PD0058) - 100% organic cotton (RM0104) Knitted fabrics (PD0058) - 95% organic cotton (RM0104) + 5% elastane (spandex) (RM0160)
Akdeniz Iplik San. Ve Tic. Ltd. Sti.,Turkey (TR),Yarns,,Bahar Demir Oruc,muhasebe@akdeniziplik.com.tr,Cihangir Mh. Sehit Ugur Hanci Sk. No: 10 Ic Kapi No: 4 Avcilar,CU 1085123,Control Union Certifications,2024-07-18,Greige yarns
Akdoganlar Tekstil Makina San. ve Tic. Ltd. Sti.,Turkey (TR),"Fabrics, Yarns",,Onur Yigit,onur@akdoganlartekstil.com.tr,Osmangazi Mahallesi Kat:2 3133. Sk. No:1 Esenyurt,CU 1009526,Control Union Certifications,2024-11-09,"Dyed fabrics (PC0025)
Greige fabrics (PC0026)
Undyed fabrics (PC0027)
Undyed yarns (PC0031)"
Akdoku Giyim San. Ve Tic. Ltd. Sti.,Turkey (TR),Garments,,Dilay Kose,dilay@akdoku.com.tr,Firuzkoy Mah. Firuzkoy Bulv. No: 118 Kat: 1 Avcilar,CU 1114999,Control Union Certifications,2024-06-29,Garments
Akdoku Tekstil ve Kimya San. Tic. Ltd. Sti.,Turkey (TR),"Fabrics, Yarns",,Dilay Kose,dilay@akdoku.com.tr,Firuzkoy Blv. No: 120 Bodrum Kat Avcilar,CU 856009,Control Union Certifications,2023-12-27,"Dyed fabrics
Greige fabrics
Greige yarns
Undyed fabrics"
Akel Baski Boya Tekstil San. ve Tic. A.S.,Turkey (TR),Fabrics,,,esra.ergen@akelfashion.com,Kestel Bursa Bursa,011234,IDFL,2024-04-28,Dyed Fabrics (PC0025) Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104) GOTS (Organic) 28549 Dyed Fabrics (PC0025) Woven Fabrics (PD0059) 100% Organic Cotton (RM0104) GOTS (Organic) 28549
AKENNA TEKSTIL INS. SILAH VE AV MLZ. SAN. VE TIC. LTD.STI.,Turkey (TR),"Ladieswear, Children's wear, Men's wear",,,,Cihangir Mahallesi Guvercin Caddesi No :3/1/3 Avcilar,USB 002880,USB Certification,2024-10-25,"T-shirts
singlets (PD0007) - 100% organic cotton (RM0104) Dresses
singlets (PD0007) - 98% organic cotton (RM0104) + 2% elastane (spandex) (RM0160) Dresses
skirts (PD0011) - 100% organic cotton (RM0104) Pants
skirts (PD0011) - 97% organic cotton (RM0104) + 3% elastane (spandex) (RM0160) T-shirts
skirts (PD0011) - 98% organic cotton (RM0104) + 2% elastane (spandex) (RM0160)
trousers (PD0003) - 97% organic cotton (RM0104) + 3% elastane (RM0160) Pants
trousers (PD0003) - 97% organic cotton (RM0104) + 3% elastane (spandex) (RM0160) Pants
trousers (PD0003) - 98% organic cotton (RM0104) + 2% elastane (RM0160) Pants
trousers (PD0003) - 98% organic cotton (RM0104) + 2% elastane (spandex) (RM0160) Dresses"
AKH Eco Apparels Ltd.,Bangladesh (BD),"Ladieswear, Children's wear, Men's wear",,Mr. Rafiq Ahmed,,"495, Balitha, Shahbelishwer,",GCL-3519,GCL International,2024-11-18,"Women's Apparel (PC0002) Shirts
blouses (PD0005) 100% Organic Cotton (RM0104) Men's Apparel (PC0001) Shirts
blouses (PD0005) 100% Organic Cotton (RM0104) Children's Apparel (PC0004) Shirts
blouses (PD0005) 100% Organic Cotton (RM0104) Women's Apparel (PC0002) Shirts
blouses (PD0005) 90% Organic Cotton (RM0104) + 10% Elastane (Spandex) (RM0160) Women's Apparel (PC0002) Pants
blouses (PD0005) 99% Organic Cotton (RM0104) + 1% Elastane (Spandex) (RM0160)
skirts (PD0011) 98% Organic Cotton (RM0104) + 2% Elastane (Spandex) (RM0160) Women's Apparel (PC0002) Pants
skirts (PD0011) 99% Organic Cotton (RM0104) + 1% Elastane (Spandex) (RM0160) Women's Apparel (PC0002) Shirts
trousers (PD0003) 98% Organic Cotton (RM0104) + 2% Elastane (Spandex) (RM0160) Women's Apparel (PC0002) Dresses
trousers (PD0003) 99% Organic Cotton (RM0104) + 1% Elastane (Spandex) (RM0160) Women's Apparel (PC0002) Dresses"
AKH Fashions Ltd.,Bangladesh (BD),"Babywear, Ladieswear, Children's wear, Men's wear, Product category (other)",,,,"133-134, (Ground, 4th, 6th, 7th, 8th & 9th Floor), Hemayetpur, Savar",GOTS-20200315,GSCS,2024-07-02,"Shirts
blouses (PD0005) Overcoats
jackets
skirts (PD0011) Pants
trousers (PD0003)
vests (PD0001) Dresses"
AKH Knitting and Dyeing Ltd.,Bangladesh (BD),"Babywear, Children's wear, Garments",,,,"92, Rajphulbaria, Tetulzora, Savar,",CB-GOTS-CUC-03- 808555,Control Union Certifications,2024-11-28,"Babies' apparel (PC0003) / Babies' clothing (PD0013) - 100.0% In Conversion Cotton (RM0103)
Babies' apparel (PC0003) / Babies' clothing (PD0013) - 100.0% Organic Cotton (RM0104)
Babies' apparel (PC0003) / Babies' clothing (PD0013) - 80% Organic Cotton (RM0104) + 20% Recycled pre/post-consumer Polyester (RM0187)
Babies' apparel (PC0003) / Babies' clothing (PD0013) - 80.0% Organic Cotton (RM0104) + 20.0% Recycled pre/post-consumer Polyester (RM0187)
Babies' apparel (PC0003) / Babies' clothing (PD0013) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)
Children's apparel (PC0004) / Dresses
Children's apparel (PC0004) / Dresses
Children's apparel (PC0004) / Pants
Children's apparel (PC0004) / Pants
Children's apparel (PC0004) / Pants
Children's apparel (PC0004) / Pants
Children's apparel (PC0004) / T-shirts
Men's apparel (PC0001) / Shirts
Men's apparel (PC0001) / Sweaters
Men's apparel (PC0001) / Sweaters
Women's apparel (PC0002) / Dresses
Women's apparel (PC0002) / Pants
Women's apparel (PC0002) / Sweaters
Women's apparel (PC0002) / T-shirts
Women's apparel (PC0002) / T-shirts
Worn accessories (PC0012) / Hats
blouses (PD0005) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)
caps
cardigans (PD0004) - 100.0% Organic Cotton (RM0104)
cardigans (PD0004) - 15.0% Recycled pre/post-consumer Polyester (RM0187) + 10.0% Viscose (rayon) (RM0238) + 75.0% Organic Cotton (RM0104)
cardigans (PD0004) - 80% Organic Cotton (RM0104) + 20% Recycled pre/post-consumer Polyester (RM0187)
head coverings (PD0030) - 96.0% Organic Cotton (RM0104) + 4.0% Elastane (Spandex) (RM0160)
pullovers
pullovers
pullovers
singlets (PD0007) - 100.0% Organic Cotton (RM0104)
singlets (PD0007) - 90.0% Organic Cotton (RM0104) + 10.0% Viscose (rayon) (RM0238)
singlets (PD0007) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)
skirts (PD0011) - 100.0% Organic Cotton (RM0104)
skirts (PD0011) - 5.0% Elastane (Spandex) (RM0160) + 95.0% Organic Cotton (RM0104)
skirts (PD0011) - 7.0% Elastane (Spandex) (RM0160) + 93.0% Organic Cotton (RM0104)
trousers (PD0003) - 20.0% Recycled pre/post-consumer Polyester (RM0187) + 80.0% Organic Cotton (RM0104)
trousers (PD0003) - 5.0% Elastane (Spandex) (RM0160) + 95.0% Organic Cotton (RM0104)
trousers (PD0003) - 5.0% Elastane (Spandex) (RM0160) + 95.0% Organic Cotton (RM0104)
trousers (PD0003) - 92% In Conversion Cotton (RM0103) + 5% Elastane (Spandex) (RM0160) + 3% Recycled pre/post-consumer Polyester (RM0187)
trousers (PD0003)- 95% In Conversion Cotton (RM0103) + 5% Elastane (Spandex) (RM0160)"
AKH STITCH ART LTD.,Bangladesh (BD),"Ladieswear, Children's wear, Men's wear",,,,"Chandanpur, Rajfulbaria, Hemayetpur",USB 007160,USB Certification,2024-08-15,"Shirts
blouses (PD0005) - 100% organic cotton (RM0104) Overcoats
jackets
vests (PD0001) - 100% organic cotton (RM0104)"
AKH WASHING LTD.,Bangladesh (BD),"Babywear, Ladieswear, Children's wear, Men's wear, Yarns",,,,"Nandakhali, Rajfullbaria",USB 007120,USB Certification,2024-07-18,"Pants
blouses (PD0005) - 100% organic cotton (RM0104) Dresses
jackets
skirts (PD0011) - 100% organic cotton (RM0104) Open-end yarns (PD0066) - 100% organic cotton (RM0104) Carded yarns (PD0067) - 100% organic cotton (RM0104) Overcoats
suit- pants (PD0002) - 100% organic cotton (RM0104) Babies clothing (PD0013) - 100% organic cotton (RM0104) Open-end yarns (PD0066) - 95% organic cotton (RM0104) + 5% elastane (spandex) (RM0160) Carded yarns (PD0067) - 95% organic cotton (RM0104) + 5% elastane (spandex) (RM0160) Open-end yarns (PD0066) - 90% organic cotton (RM0104) + 10% viscose (rayon) (RM0238)
trousers (PD0003) - 100% organic cotton (RM0104) Carded yarns (PD0067) - 90% organic cotton (RM0104) + 10% viscose (rayon) (RM0238) Shirts
vests (PD0001) - 100% organic cotton (RM0104) Suits"
AKHAN TEKSTIL SANAYI VE TICARET ANONIM SIRKETI,Turkey (TR),Fabrics,,,,"Ismetpasa Osb Mahallesi 2. Sk. No: 5 A, Kapakli",USB 002207,USB Certification,2024-09-02,Knitted fabrics (PD0058) - 100% organic cotton (RM0104) Knitted fabrics (PD0058) - 95% organic cotton (RM0104) + 5% elastane (RM0160) Knitted fabrics (PD0058) - 96% organic cotton (RM0104) + 4% elastane (RM0160) Knitted fabrics (PD0058) - 98% organic cotton (RM0104) + 2% elastane (RM0160) Knitted fabrics (PD0058) - (Melange knitted fabrics) - 100% organic cotton (RM0104) Knitted fabrics (PD0058) - 92% organic cotton (RM0104) + 8% elastane (RM0160) Knitted fabrics (PD0058) - 94% organic cotton (RM0104) + 6% elastane (RM0160) Knitted fabrics (PD0058) - 91% organic cotton (RM0104) + 9% elastane (spandex) (RM0160) Knitted fabrics (PD0058) - 97% organic cotton (RM0104) + 3% elastane (spandex) (RM0160)
