company,country,product_category,brand_name,contact_name,email_address,address,license_number,certification_body,expiry_date,product_details
Anthony Garments Private Limited,India (IN),"Fabrics, Garments, Yarns",,Mr. Antony A.Joseph,antony@agplindia.in,"SF No.492, D.No.3, Athimara Thottam, Sirupooluvapatti Post",CU 1047607,Control Union Certifications,2024-05-31,"Babies' apparel (PC0003) / Babies' clothing (PD0013) - 100% Organic Cotton (RM0104)
Babies' apparel (PC0003) / Babies' clothing (PD0013) - 3.0% Elastane (Spandex) (RM0160) + 97.0% Organic Cotton (RM0104)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 100.0% Organic Cotton (RM0104)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 3.0% Elastane (Spandex) (RM0160) + 97.0% Organic Cotton (RM0104)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 94.0% Organic Cotton (RM0104) + 6.0% Elastane (Spandex) (RM0160)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 96.0% Organic Cotton (RM0104) + 4.0% Elastane (Spandex) (RM0160)
Dyed yarns (PC0029) / Normally combed yarns (PD0102) - 100.0% Organic Cotton (RM0104)
Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 100.0% Organic Cotton (RM0104)
Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 3.0% Elastane (Spandex) (RM0160) + 97.0% Organic Cotton (RM0104)
Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 94.0% Organic Cotton (RM0104) + 6.0% Elastane (Spandex) (RM0160)
Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)
Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 96.0% Organic Cotton (RM0104) + 4.0% Elastane (Spandex) (RM0160)
Greige yarns (PC0030) / Normally combed yarns (PD0102) - 100.0% Organic Cotton (RM0104)
Undyed fabrics (PC0027) / Knitted fabrics (PD0058) - 4.0% Elastane (Spandex) (RM0160) + 96.0% Organic Cotton (RM0104)
Undyed fabrics (PC0027) / Knitted fabrics (PD0058) - 5.0% Elastane (Spandex) (RM0160) + 95.0% Organic Cotton (RM0104)
Undyed fabrics (PC0027) / Knitted fabrics (PD0058) - 94.0% Organic Cotton (RM0104) + 6.0% Elastane (Spandex) (RM0160)
Undyed fabrics (PC0027) / Knitted fabrics (PD0058) - 97.0% Organic Cotton (RM0104) + 3.0% Elastane (Spandex) (RM0160)
Women's apparel (PC0002) / T-shirts
singlets (PD0007) - 97.0% Organic Cotton (RM0104) + 3.0% Elastane (Spandex) (RM0160)"
Antica Valserchio srl,Italy (IT),Fabrics,,Alessio Serafini,a.serafini@anticavalserchio.com,,ICEA-TX-1303,ICEA Istituto per la Certificazione Etica e Ambientale,2024-06-21,Dyed fabrics (PC0025)
Antlia Exports LLP,India (IN),Product category (other),,Hemanathan P.R.,shipping@antliaexports.co.in,,ICEA-TX-3158,ICEA Istituto per la Certificazione Etica e Ambientale,2024-05-22,"Carried accessories (PC0011)
Home textiles (PC0010)"
Antonio Barroso Malhas Lda,Portugal (PT),Fabrics,,,,,CB-GOTS-CUC-03- 854596,Control Union Certifications,2024-05-23,Dyed fabrics (PC0025) Knitted fabrics (PD0058) 100.0%Organic Cotton (RM0104) Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 100.0%Organic Cotton (RM0104) Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 10.0%Elastane (Spandex) (RM0160) 90.0%Organic Cotton (RM0104) Made With Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 5.0%Elastane (Spandex) (RM0160) 95.0%Organic Cotton (RM0104) Organic
"António e Carla, Indústria de Confecções LDA",Portugal (PT),Garments,,Antonio CUNHA,antonio.carla@sapo.pt,Rua do Porto nº 452,00278135,Ecocert Greenlife,2024-05-21,"Overcoats
blouses (PD0005) Workwear
jackets
skirts (PD0011)
uniforms (PD0010) Dresses
vests (PD0001) Shirts"
"ANTÓNIO PEREIRA - FÁBRICA DE TECIDOS DE SEDA E ALGODÃO, UNIPESSOAL, LDA",Portugal (PT),Home Textiles,,David Ribeiro,david@apertex.com.pt,,CB-GOTS-CUC-03- 1170339,Control Union Certifications,2024-05-02,"Home textiles (PC0010) Blankets
bedspreads
quilts (PD0019) 100.0%Organic Cotton (RM0104) Organic"
ANTORAF SRL,Italy (IT),Accessories,,Edoardo Schettino,amministrazione@antoraf.it,,ICEA-TX-1653,ICEA Istituto per la Certificazione Etica e Ambientale,2024-10-14,Worn accessories (PC0012)
Anubha Brands Private Limited,India (IN),"Fabrics, Yarns",,Mr. chetan Tare,chetan@anubhabrands.in,"C-326 , International Trade Centre, 3rd Floor, Majura Gate , Ring Road, Surat , Gujarat",CU 1125182,Control Union Certifications,2024-02-03,Dyed fabrics (PC0025) Denim fabrics (PD0061) -100.0%Organic Cotton (RM0104) Dyed fabrics (PC0025) Denim fabrics (PD0061) -98.0%Organic Cotton (RM0104)+2.0%Elastane (Spandex) (RM0160) Dyed fabrics (PC0025) Woven fabrics (PD0059) -100.0%Organic Cotton (RM0104) Greige yarns (PC0030) Carded yarns (PD0067) -100.0%Organic Cotton (RM0104)
Anubha Industries Pvt. Ltd.,India (IN),"Fabrics, Garments",,Mr.Chetan Tare,chetan.tare@anubhaindustries.com,"Plot No.369, 371, 377, Beside Ahir Faliya, Opp. Dhobi Mill, N.H.No.8 Palsana,",CU 833787,Control Union Certifications,2024-11-29,"Children's apparel (PC0004) /Woven fabrics (PD0059) - 100% Organic Cotton (RM0104)
Children's apparel (PC0004) /Woven fabrics (PD0059) - 98% Organic Cotton (RM0104) + 2% Elastane (Spandex) (RM0160)
Dyed fabrics (PC0025) / Denim fabrics (PD0061) - 98.0% Organic Cotton (RM0104) + 2.0% Elastane (Spandex) (RM0160)
Dyed fabrics (PC0025) / Denim fabrics (PD0061) - 98.2% Organic Cotton (RM0104) + 1.8% Elastane (Spandex) (RM0160)
Dyed fabrics (PC0025) /Denim fabrics (PD0061) - 100% Organic Cotton (RM0104)
Dyed fabrics (PC0025) /Denim fabrics (PD0061) - 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160)
Dyed fabrics (PC0025) /Denim fabrics (PD0061) - 98% In Conversion Cotton (RM0103) + 2% Elastane (Spandex) (RM0160)
Dyed fabrics (PC0025) /Denim fabrics (PD0061) - 98% Organic Cotton (RM0104) + 2% Elastane (Spandex) (RM0160)
Dyed fabrics (PC0025) /Woven fabrics (PD0059) - 100% Organic Flax (Linen) (RM0110)
Dyed fabrics (PC0025) /Woven fabrics (PD0059) - 99% Organic Cotton (RM0104) + 1% Elastane (Spandex) (RM0160)
Men's apparel (PC0001) / Woven fabrics (PD0059) - 100.0% Organic Cotton (RM0104)
Men's apparel (PC0001) / Woven fabrics (PD0059) - 2.0% Elastane (Spandex) (RM0160) + 98.0% Organic Cotton (RM0104)
Undyed fabrics (PC0027) / Woven fabrics (PD0059) - 100.0% Organic Cotton (RM0104)
Undyed fabrics (PC0027) / Woven fabrics (PD0059) - 2.0% Elastane (Spandex) (RM0160) + 98.0% Organic Cotton (RM0104)
Undyed fabrics (PC0027) / Woven fabrics (PD0059) - 98.0% Organic Cotton (RM0104) + 2.0% Elastane (Spandex) (RM0160)
Women's apparel (PC0002) / Woven fabrics (PD0059) - 100.0% Organic Cotton (RM0104)
Women's apparel (PC0002) / Woven fabrics (PD0059) - 98.0% Organic Cotton (RM0104) + 2.0% Elastane (Spandex) (RM0160)"
Anubhav Apparels Pvt Ltd,India (IN),Ladieswear,,,jitendra@anubhavapparels.com,"C -124, Hosiery Complex, Phase – II Noida, 201305",015553,IDFL,2024-06-19,Women's Apparel (PC0002) Tops (PD0073) Organic Cotton (RM0104)
Anugraha Fashion Mill Private Limited,India (IN),"Babywear, Children's wear, Fabrics, Ladieswear, Yarns",,M Mohan,,"No.15, Suriyan Nagar, ABT Road New Extn, Karuvampalayam,",GCL-302250,GCL International,2024-03-03,"Women's Apparel (PC0002) [T shirts
singlets (PD0007) 100% Organic Cotton (RM0104)] Babies Apparel (PC0003) [Babies' clothing (PD0013) 100% In-Conversion Cotton (RM0103) ] Babies Apparel (PC0003)[ Babies' clothing (PD0013) 100% Organic Cotton (RM0104) ] Babies Apparel (PC0003) [Babies' clothing (PD0013) 96% In-Conversion Cotton (RM0103) + 4% Elastane (Spandex) (RM0160) ] Babies Apparel (PC0003)[ Babies' clothing (PD0013) 96% Organic Cotton (RM0104) + 4% Elastane (Spandex) (RM0160) ] Children's Apparel (PC0004) [Pants
trousers (PD0003) 100% Organic Cotton (RM0104) ] Dyed fabrics (PC0025) [Knitted fabrics (Cut panels) (PD0058) 100% Organic Cotton (RM0104) ] Printed fabrics (PC0039)[ Knitted fabrics (Cut panels) (PD0058) 100% Organic Cotton (RM0104) ] Greige Yarns (PC0030) [Normally Combed Yarns (PD0102) 100% Organic Cotton (RM0104)] Greige fabrics (PC0026) [Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104)]"
Anupam Prints.,India (IN),Fabrics,,,,"Plot no. 72, DLF Industrial area ph -1,",221953,Intertek Testing Services,2024-06-06,Printed fabrics | PC0039
Anuratan Textile Pvt Ltd,India (IN),Fabrics,,Mr. Sanjeev Kumar Gupta,management@anuratan.com,"1092, First Floor,Shri Mahavir Market Kucha Marwan, Chandni chowk",CU 1099510,Control Union Certifications,2024-02-08,Dyed fabrics Knitted fabrics -100.0% Organic Cotton Dyed fabrics Woven fabrics -100.0% Organic Cotton Greige fabrics Knitted fabrics -100.0% Organic Cotton Greige fabrics Woven fabrics -100.0% Organic Cotton
Anusam Apparels,India (IN),"Babywear, Ladieswear, Children's wear, Men's wear",,,,"S.F.No.143, Poondi Ring Road, Pooluvapatti Post",154539,Intertek Testing Services,2024-01-31,
ANUSHREE CLOTHINGS,India (IN),Fabrics,,,,"Shed No: 117, SIDCO Industrial Compound, Mudalipalayam, Tea Nagar Post, Tirupur",USB TEX6566,USB Certification,2024-02-16,Knitted fabrics (PD0058) - (Yarn Dyed) - 97% organic cotton (RM0104) + 3% elastane (spandex) (RM0160) Knitted fabrics (PD0058) - 95% organic cotton (RM0104) + 5% elastane (RM0160) Knitted fabrics (PD0058) - 97% organic cotton (RM0104) + 3% elastane (RM0160) Knitted fabrics (PD0058) - 100% organic cotton (RM0104) Knitted fabrics (PD0058) - 96% organic cotton (RM0104) + 4% elastane (RM0160) Knitted fabrics (PD0058) - (Yarn dyed) - 100% organic cotton (RM0104) Knitted fabrics (PD0058) - (Yarn dyed) - 95% organic cotton (RM0104) + 5% elastane (spandex) (RM0160) Knitted fabrics (PD0058) - (Yarn dyed) - 96% organic cotton (RM0104) + 4% elastane (spandex) (RM0160)
Anusun Fab,India (IN),"Babywear, Children's wear, Fabrics, Ladieswear, Men's wear, Yarns, Accessories, Home Textiles, Toys",,,,"Plot No: 8/137, Amaravathi Nagar, Andankovil Road,",GCL-3349,GCL International,2024-03-27,"Cushions (PD0023) 100% Organic Cotton (RM0104) Home Textiles (PC0010) Bed linen
Floor Coverings (PD0022) 100% Organic Cotton (RM0104) Home Textiles (PC0010) Pillows
Pouches (PD0024) 100% Organic Cotton (RM0104) Worn Accessories (PC0012) Hats
Rugs
Stuffing (PC0020) Chairpad (PD0100) 100% Organic Cotton (RM0104) Toys (PC0024) Soft toys (PD0056) 100% Organic Cotton (RM0104) Greige fabrics (PC0026) Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104) Greige fabrics (PC0026) Woven Fabrics (PD0059) 100% Organic Cotton (RM0104) Women's Apparel (PC0002) Overcoats
Worn Accessories (PC0012) Aprons (PD0100) 100% Organic Cotton (RM0104) Home Textiles (PC0010) Blankets
bed sheets (PD0015) 100% Organic Cotton (RM0104) Home Textiles (PC0010) Table linen
bedspreads
blinds (PD0020) 100% Organic Cotton (RM0104) Worn Accessories (PC0012) Gloves
blouses (PD0005) 100% Organic Cotton (RM0104) Children's Apparel (PC0004) Dresses
blouses (PD0005) 100% Organic Cotton (RM0104) Women's Apparel (PC0002) T shirts
caps
hand covering (PD0026) 100% Organic Cotton (RM0104) Home Textiles (PC0010) Carpets
handbags
head coverings (PD0030) 100% Organic Cotton (RM0104) Worn Accessories (PC0012) Scarves
jackets
jackets
jackets
kitchen linen
mittens
napkins (PD0016) 100% Organic Cotton (RM0104) Home Textiles (PC0010) Towels
quilts (PD0019) 100% Organic Cotton (RM0104) Home Textiles (PC0010) Curtains
shawls
singlets (PD0007) 100% Organic Cotton (RM0104) Children's Apparel (PC0004) Overcoats
singlets (PD0007) 100% Organic Cotton (RM0104) Women's Apparel (PC0002) Dresses
skirts (PD0011) 100% Organic Cotton (RM0104) Babies Apparel (PC0003) Babies' clothing (PD0013) 100% Organic Cotton (RM0104)
skirts (PD0011) 100% Organic Cotton (RM0104) Men's Apparel (PC0001) Overcoats
tablecloth
toilet linen (PD0017) 100% Organic Cotton (RM0104) Carried Accessories (PC0011) Bags
totes
trousers (PD0003) 100% Organic Cotton (RM0104) Children's Apparel (PC0004) Shirts
trousers (PD0003) 100% Organic Cotton (RM0104) Men's Apparel (PC0001) T shirts
trousers (PD0003) 100% Organic Cotton (RM0104) Women's Apparel (PC0002) Shirts
veils (PD0028) 100% Organic Cotton (RM0104) Bedding (PC0015) Mattresses (PD0034) 100% Organic Cotton (RM0104) Filling
vests (PD0001) 100% Organic Cotton (RM0104) Men's Apparel (PC0001) Pants
vests (PD0001) 100% Organic Cotton (RM0104) Children's Apparel (PC0004) Pants
vests (PD0001) 100% Organic Cotton (RM0104) Women's Apparel (PC0002) Pants"
"Anyang Renhe Garment Co., Ltd.",China (CN),"Babywear, Ladieswear, Children's wear",,,,"Southeast of Lipanliu Village, Longan District, Anyang City",GOTS-BVCN0571,Bureau Veritas,2024-07-13,
Anzir Apparels Ltd. (Unit-02),Bangladesh (BD),"Babywear, Ladieswear, Children's wear, Men's wear",,,,"Dewan Idris Road, Zirabo, Ashulia",GOTS-20200205,GSCS,2024-04-07,"Sweaters
cardigans (PD0004) Babies' clothing (PD0013)
pullovers"
APCIM GLOBAL,India (IN),"Accessories, Fabrics",,,amit@apcimpex.com,JL NO: 67 DHAPDHAPI ROAD PIYALI TOWN MOUJA BELIAGHATA PS – BARUIPUR SOUTH 24 PARGANAS Kolkata,010390,IDFL,2024-02-28,Carried Accessories (PC0011) Bags (PD0024) 100% Organic Cotton (RM0104) GOTS (Organic) 24712 Carried Accessories (PC0011) Handbags (PD0024) 100% Organic Cotton (RM0104) GOTS (Organic) 24712 Carried Accessories (PC0011) Handbags (PD0024) 95% Organic Jute (RM0122) + 5% Organic Cotton (RM0104) GOTS (Organic) 24712 Carried Accessories (PC0011) Pouches (PD0024) 100% Organic Cotton (RM0104) GOTS (Organic) 24712 Carried Accessories (PC0011) Totes (PD0024) 100% Organic Cotton (RM0104) GOTS (Organic) 24712 Carried Accessories (PC0011) Bags (PD0024) 95% Organic Jute (RM0122) + 5% Organic Cotton (RM0104) GOTS (Organic) 24712 Carried Accessories (PC0011) Bags (PD0024) 100% Organic Jute (RM0122) GOTS (Organic) 24712 Dyed Fabrics (PC0025) Woven Fabrics (PD0059) 100% Organic Cotton (RM0104) GOTS (Organic) 24712 Greige Fabrics (PC0026) Woven Fabrics (PD0059) 100% Organic Cotton (RM0104) GOTS (Organic) 24712 Worn Accessories (PC0012) Reusable Eye Masks (PD0100) 100% Organic Cotton (RM0104) GOTS (Organic) 24712 Worn Accessories (PC0012) Reusable Masks (PD0100) 100% Organic Cotton (RM0104) GOTS (Organic) 24712 Worn Accessories (PC0012) Washable Eye Masks (PD0100) 100% Organic Cotton (RM0104) GOTS (Organic) 24712 Worn Accessories (PC0012) Washable Masks (PD0100) 100% Organic Cotton (RM0104) GOTS (Organic) 24712
Apd Exports,India (IN),Garments,,Mr. Dilip Dudani,navita@apdexports.com,"Yashwanthpura Hobli, Ward No. 71/35, Khata No. 63/63/6/3, G Girish",CU 1009622,Control Union Certifications,2024-01-10,"Men's apparel (PC0001) / Woven fabrics (PD0059) - 100.0% Organic Cotton (RM0104)
Men's apparel (PC0001) / Woven fabrics (PD0059) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)
Men's apparel (PC0001) / Woven fabrics (PD0059) - 97.0% Organic Cotton (RM0104) + 3.0% Elastane (Spandex) (RM0160)
Men's apparel (PC0001) / Woven fabrics (PD0059) - 98.0% Organic Cotton (RM0104) + 2.0% Elastane (Spandex) (RM0160)
Women's apparel (PC0002) / Woven fabrics (PD0059) - 100.0% Organic Cotton (RM0104)
Women's apparel (PC0002) / Woven fabrics (PD0059) - 2.0% Elastane (Spandex) (RM0160) + 98.0% Organic Cotton (RM0104)
Women's apparel (PC0002) / Woven fabrics (PD0059) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)
Women's apparel (PC0002) / Woven fabrics (PD0059) - 97.0% Organic Cotton (RM0104) + 3.0% Elastane (Spandex) (RM0160)"
Apex Apparels,India (IN),"Ladieswear, Children's wear, Men's wear",,,,"Plot No. 39, Sector -34",226843,Intertek Testing Services,2024-09-21,Men's apparel | PC0001 Outdoor | PC0018 Children's apparel | PC0004 Women's apparel | PC0002
Apex Fashion Wear Ltd.,Bangladesh (BD),"Babywear, Children's wear, Garments, Product category (other)",,,,"Ward No. 06, Holdings No. B-50/3, Kalampur, Kaliakair Pouroshova, Kaliakair PS,",CB-GOTS-CUC-03- 857594,Control Union Certifications,2023-12-29,"Babies' apparel (PC0003) / Babies' clothing (PD0013) - 100% Organic Cotton (RM0104) Babies' apparel (PC0003) / Babies' clothing (PD0013) - 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) Children's apparel (PC0004) / Dresses
caps
caps
head coverings (PD0030) - 100% Organic Cotton (RM0104) Worn accessories (PC0012) / Hats
head coverings (PD0030) - 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160)
skirts (PD0011) - 93% Organic Cotton (RM0104) + 7% Elastane (Spandex) (RM0160) Children's apparel (PC0004) / Pants
technical (PC0019) / Sleeping bags (PD0044) - 100% Organic Cotton (RM0104) Industrial
technical (PC0019) / Sleeping bags (PD0044) - 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) Worn accessories (PC0012) / Hats
trousers (PD0003) - 93% Organic Cotton (RM0104) + 7% Elastane (Spandex) (RM0160) Footwear (PC0016) / Shoes (PD0035) - 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) Industrial"
Apex Garments,Pakistan (PK),"Ladieswear, Children's wear, Men's wear",,,,"Plot No. F/4-R Sindh Industrial, Trading estate, S.I.T.E Karachi,",GOTS-20200784,GSCS,2024-10-20,"Dresses
jackets
skirts (PD0011) Overcoats
trousers (PD0003)
vests (PD0001) Pants"
Apex Global Packagings,India (IN),"Accessories, Fabrics",,,,"SF-50/1, Olaippadi village Post, Kunnam Taluk,",GCL-302561,GCL International,2024-09-21,"Carried Accessories (PC0011) [Bags
Pouches (PD0024) 100% Organic Cotton (RM0104)] Printed fabrics (PC0039) [Woven fabrics (Cut panels) (PD0059) 100% Organic Cotton (RM0104)]
handbags
totes"
