company,country,product_category,brand_name,contact_name,email_address,address,license_number,certification_body,expiry_date,product_details
Alok Industries Ltd.,India (IN),"Fabrics, Garments, Yarns, Accessories, Home Textiles, Product category (other)",,Mr. Deepak Mane,deepak.mane@alokind.com,"Peninsula Tower No:1 Peninsula Corporate Park, G.K. Mark, Lower Parel,",CU 803701,Control Union Certifications,2024-06-25,"Babies' apparel (PC0003) / Babies' clothing (PD0013) - 100.0% Organic Cotton (RM0104)
Carried accessories (PC0011) / Bags
Children's apparel (PC0004) / Knitted fabrics (PD0058) - 100.0% Organic Cotton (RM0104)
Children's apparel (PC0004) / T-shirts
Children's apparel (PC0004) / T-shirts
Children's apparel (PC0004) / T-shirts
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 100% Organic Cotton (RM0104)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 2.4% Elastane (Spandex) (RM0160) + 97.6% Organic Cotton (RM0104)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 4.0% Elastane (Spandex) (RM0160) + 96.0% Organic Cotton (RM0104)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 5.0% Elastane (Spandex) (RM0160) + 95.0% Organic Cotton (RM0104)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 7.0% Elastane (Spandex) (RM0160) + 93.0% Organic Cotton (RM0104)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 8.0% Elastane (Spandex) (RM0160) + 92.0% Organic Cotton (RM0104)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 90% Organic Cotton (RM0104) + 10% Elastane (Spandex) (RM0160)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 92% In Conversion Cotton (RM0103) + 8% Elastane (Spandex) (RM0160)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 93% In Conversion Cotton (RM0103) + 7% Elastane (Spandex) (RM0160)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 94.0% Organic Cotton (RM0104) + 6.0% Elastane (Spandex) (RM0160)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 95% In Conversion Cotton (RM0103) + 5% Elastane (Spandex) (RM0160)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 97.0% Organic Cotton (RM0104) + 3.0% Elastane (Spandex) (RM0160)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 97.5% Organic Cotton (RM0104) + 2.5% Elastane (Spandex) (RM0160)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 98.0% Organic Cotton (RM0104) + 2.0% Elastane (Spandex) (RM0160)
Dyed fabrics (PC0025) / Woven fabrics (PD0059) - 1.0% Elastane (Spandex) (RM0160) + 99.0% Organic Cotton (RM0104)
Dyed fabrics (PC0025) / Woven fabrics (PD0059) - 100.0% Organic Cotton (RM0104)
Dyed fabrics (PC0025) / Woven fabrics (PD0059) - 96.0% Organic Cotton (RM0104) + 4.0% Elastane (Spandex) (RM0160)
Dyed fabrics (PC0025) / Woven fabrics (PD0059) - 97.0% Organic Cotton (RM0104) + 3.0% Elastane (Spandex) (RM0160)
Dyed fabrics (PC0025) / Woven fabrics (PD0059) - 98.0% Organic Cotton (RM0104) + 2.0% Elastane (Spandex) (RM0160)
Dyed yarns (PC0029) / Carded yarns (PD0067) - 97% Organic Cotton (RM0104) + 3% Recycled pre/post-consumer Polyester (RM0187)
Dyed yarns (PC0029) / Normally combed yarns (PD0102) - 100.0% Organic Cotton (RM0104)
Dyed yarns (PC0029) / Normally combed yarns (PD0102) - 70.0% Organic Cotton (RM0104) + 30.0% Lyocell (RM0226)
Dyed yarns (PC0029) / Open-end yarns (PD0066) - 100% Organic Cotton (RM0104)
Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 100.0% Organic Cotton (RM0104)
Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)
Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 97.0% Organic Cotton (RM0104) + 3.0% Elastane (Spandex) (RM0160)
Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 97.5% Organic Cotton (RM0104) + 2.5% Elastane (Spandex) (RM0160)
Greige fabrics (PC0026) / Woven fabrics (PD0059) - 100.0% Organic Cotton (RM0104)
Greige yarns (PC0030) / Carded yarns (PD0067) - 100.0% Organic Cotton (RM0104)
Greige yarns (PC0030) / Normally combed yarns (PD0102) - 100.0% Organic Cotton (RM0104)
Greige yarns (PC0030) / Normally combed yarns (PD0102) - 91.67% Organic Cotton (RM0104) + 8.33% Elastane (Spandex) (RM0160)
Greige yarns (PC0030) / Open-end yarns (PD0066) - 100% Organic Cotton (RM0104)
Home textiles (PC0010) / Bed linen
Home textiles (PC0010) / Blankets
Home textiles (PC0010) / Blankets
Home textiles (PC0010) / Carpets
Home textiles (PC0010) / Curtains
Home textiles (PC0010) / Handkerchiefs (PD0029) - 100.0% Organic Cotton (RM0104)
Home textiles (PC0010) / Other [Comforters] (PD0100) - 100.0% Organic Cotton (RM0104)
Home textiles (PC0010) / Other [Duvet covers] (PD0100) - 100.0% Organic Cotton (RM0104)
Home textiles (PC0010) / Other [Fitted sheets] (PD0100) - 100.0% Organic Cotton (RM0104)
Home textiles (PC0010) / Other [Sheet Set] (PD0100) - 100.0% Organic Cotton (RM0104)
Home textiles (PC0010) / Pillows
Home textiles (PC0010) / Table linen
Home textiles (PC0010) / Table linen
Home textiles (PC0010) / Towels
Men's apparel (PC0001) / Woven fabrics (PD0059) - 100.0% Organic Cotton (RM0104)
Men's apparel (PC0001) / Woven fabrics (PD0059) - 5.0% Elastane (Spandex) (RM0160) + 95.0% Organic Cotton (RM0104)
Men's apparel (PC0001) / Woven fabrics (PD0059) - 97.0% Organic Cotton (RM0104) + 3.0% Elastane (Spandex) (RM0160)
Outdoor (PC0018) / Sleeping bags (PD0044) - 100.0% Organic Cotton (RM0104)
Printed fabrics (PC0039) / Knitted fabrics (PD0058) - 100% Organic Cotton (RM0104)
Undyed fabrics (PC0027) / Knitted fabrics (PD0058) - 100.0% Organic Cotton (RM0104)
Undyed fabrics (PC0027) / Knitted fabrics (PD0058) - 6.0% Elastane (Spandex) (RM0160) + 94.0% Organic Cotton (RM0104)
Undyed fabrics (PC0027) / Knitted fabrics (PD0058) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)
Undyed fabrics (PC0027) / Woven fabrics (PD0059) - 100.0% Organic Cotton (RM0104)
Undyed fabrics (PC0027) / Woven fabrics (PD0059) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)
Undyed fibers (PC0034) / Lint cotton (PD0074) - 100.0% Organic Cotton (RM0104)
Undyed yarns (PC0031) / Normally combed yarns (PD0102) - 100.0% Organic Cotton (RM0104)
Undyed yarns (PC0031) / Open-end yarns (PD0066) - 100% Organic Cotton (RM0104)
Unisex apparel (PC0005) / Knitted fabrics (PD0058) - 100.0% Organic Cotton (RM0104)
Unisex apparel (PC0005) / Woven fabrics (PD0059) - 100.0% Organic Cotton (RM0104)
Women's apparel (PC0002) / Knitted fabrics (PD0058) - 100.0% Organic Cotton (RM0104)
Women's apparel (PC0002) / Woven fabrics (PD0059) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)
Women's apparel (PC0002) / Woven fabrics (PD0059) - 97.0% Organic Cotton (RM0104) + 3.0% Elastane (Spandex) (RM0160)
Worn accessories (PC0012) / Gloves
Worn accessories (PC0012) / Neckties
bed sheets (PD0015) - 100.0% Organic Cotton (RM0104)
bedspreads
bedspreads
blinds (PD0020) - 100% Organic Cotton (RM0104)
bow ties
cravats (PD0027) - 100.0% Organic Cotton (RM0104)
cushions (PD0023) - 100.0% Organic Cotton (RM0104)
floor coverings (PD0022) - 100.0% Organic Cotton (RM0104)
hand covering (PD0026) - 100.0% Organic Cotton (RM0104)
handbags
kitchen linen
mittens
napkins (PD0016) - 100.0% Organic Cotton (RM0104)
napkins (PD0016) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)
pouches (PD0024) - 100.0% Organic Cotton (RM0104)
quilts (PD0019) - 100.0% Organic Cotton (RM0104)
quilts (PD0019) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)
rugs
singlets (PD0007) - 100.0% Organic Cotton (RM0104)
singlets (PD0007) - 93.0% Organic Cotton (RM0104) + 7.0% Elastane (Spandex) (RM0160)
singlets (PD0007) - 96.0% Organic Cotton (RM0104) + 4.0% Elastane (Spandex) (RM0160)
tablecloth
tablecloth
toilet linen (PD0017) - 100.0% Organic Cotton (RM0104)
totes"
ALPANI BVBA,Belgium (BE),Fabrics,,Danny VAN DER SCHUEREN,production@alpani.be,Opgeëistenstraat 60,00234512,Ecocert Greenlife,2024-04-11,Dyed fabrics (PC0025)
ALPER ORME VE KUMASCILIK SAN. TIC. A.S.,Turkey (TR),Fabrics,,Aydin Demirtas,,"Yakuplu Beysan San. Sit. Dereboyu Cad. No: 51,",GCL-300209,GCL International,2024-11-16,Greige fabrics (PC0026) [Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104)] Greige fabrics (PC0026) [Knitted Fabrics (PD0058) 98% Organic Cotton (RM0104) + 2% Elastane (Spandex) (RM0160)] Greige fabrics (PC0026) [Knitted Fabrics (PD0058) 96% Organic Cotton (RM0104) + 4% Elastane (Spandex) (RM0160)] Greige fabrics (PC0026) [Knitted Fabrics (PD0058) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160)] Greige fabrics (PC0026) [Knitted Fabrics (PD0058) 94% Organic Cotton (RM0104) + 6% Elastane (Spandex) (RM0160)] Greige fabrics (PC0026) [Knitted Fabrics (PD0058) 93% Organic Cotton (RM0104) + 7% Elastane (Spandex) (RM0160)] Greige fabrics (PC0026) [Knitted Fabrics (PD0058) 92% Organic Cotton (RM0104) + 8% Elastane (Spandex) (RM0160)] Greige fabrics (PC0026) [Knitted Fabrics (PD0058) 97% Organic Cotton (RM0104) + 3% Elastane (Spandex) (RM0160)] Dyed fabrics (PC0025) [Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104)] Dyed fabrics (PC0025) [Knitted Fabrics (PD0058) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160)] Dyed fabrics (PC0025) [Knitted Fabrics (PD0058) 97% Organic Cotton (RM0104) + 3% Elastane (Spandex) (RM0160)] Dyed fabrics (PC0025) [Knitted Fabrics (PD0058) 96% Organic Cotton (RM0104) + 4% Elastane (Spandex) (RM0160)] Greige fabrics (PC0026) [Knitted Fabrics (PD0058) 88% Organic Cotton (RM0104) + 12% Recycled Pre/post Consumer Polyester (RM0187)]
ALPEREN IPLIK SAN VE TIC LTD STI,Turkey (TR),Yarns,,,,"Yazidere Mah. Yazidere Sok. No:186, Incirliova",USB TEX4382,USB Certification,2024-03-21,Super combed yarns (PD0068) - 100% organic cotton (RM0104) Carded yarns (PD0067) - 100% organic cotton (RM0104) Open-end yarns (PD0066) - 100% organic cotton (RM0104) Normally Combed Yarns (PD0102) - 100% organic cotton (RM0104) Highly Combed Yarns (PD0103) - 100% organic cotton (RM0104)
ALPERTEKS MENSUCAT SAN. VE TIC. AS.,Turkey (TR),"Fabrics, Yarns",,,,"ORGANIZE SANAYI BOLGESI 114.CADDE NO:417, Merkez",USB TEX5796,USB Certification,2024-05-10,Woven fabrics (PD0059) - 100% organic cotton (RM0104) Open-end yarns (PD0066) - 100% organic cotton (RM0104) Woven fabrics (PD0059) - 97% organic cotton (RM0104) + 3% elastane (spandex) (RM0160)
ALPES MANIFATTURA FILATI SPA,Italy (IT),Yarns,,Valeria Bigolin,ricercasviluppo@alpesfilati.com,,ICEA-TX-22,ICEA Istituto per la Certificazione Etica e Ambientale,2024-05-15,Dyed yarns (PC0029)
ALPHA CLOTHING LTD.,Bangladesh (BD),"Babywear, Children's wear, Ladieswear, Men's wear",,,,"Tenguri, BKSP, Ashulia, Savar 1349 Dhaka -",USB TEX6346,USB Certification,2024-01-09,"Pants
blouses (PD0005) - 100% organic cotton (RM0104) T-shirts
jackets
robes (PD0006) - 100% organic cotton (RM0104) Babies clothing (PD0013) - 100% organic cotton (RM0104)
singlets (PD0007) - 100% organic cotton (RM0104) Dresses
skirts (PD0011) - 100% organic cotton (RM0104) Overcoats
sleepwear
trousers (PD0003) - 100% organic cotton (RM0104) Shirts
vests (PD0001) - 100% organic cotton (RM0104) Undergarment"
ALPHA INDUSTRIES GMBH & CO. KG,Germany (DE),"Ladieswear, Men's wear",,,,Siemensstraße 11 Neu-Isenburg,USB 004341,USB Certification,2024-03-06,"T-shirts
singlets (PD0007) - 100% organic cotton (RM0104)"
Alpha knitting (Pvt) Ltd,Pakistan (PK),"Children's wear, Fabrics, Ladieswear, Men's wear, Yarns",,,,"220 R.B Pathanwala,Jhang road",1015637,Control Union Certifications,2024-10-21,"Children's apparel (PC0004) Pants
singlets (PD0007) 100.0%Organic Cotton (RM0104) Dyed fabrics (PC0025) Knitted fabrics (PD0058) 100.0%Organic Cotton (RM0104) Dyed fabrics (PC0025) Knitted fabrics (PD0058) 100.0%Organic Cotton (RM0104) Dyed fabrics (PC0025) Knitted fabrics (PD0058) 5.0%Elastane (Spandex) (RM0160) 95.0%Organic Cotton (RM0104) Dyed yarns (PC0029) Carded yarns (PD0067) 100.0%Organic Cotton (RM0104) Dyed yarns (PC0029) Carded yarns (PD0067) 5.0%Elastane (Spandex) (RM0160) 95.0%Organic Cotton (RM0104) Dyed yarns (PC0029) Normally combed yarns (PD0102) 100.0%Organic Cotton (RM0104) Dyed yarns (PC0029) Normally combed yarns (PD0102) 95.0%Organic Cotton (RM0104) 5.0%Elastane (Spandex) (RM0160) Dyed yarns (PC0029) Open-end yarns (PD0066) 100.0%Organic Cotton (RM0104) Dyed yarns (PC0029) Open-end yarns (PD0066) 5.0%Elastane (Spandex) (RM0160) 95.0%Organic Cotton (RM0104) Greige fabrics (PC0026) Knitted fabrics (PD0058) 100.0%Organic Cotton (RM0104) Greige fabrics (PC0026) Knitted fabrics (PD0058) 95.0%Organic Cotton (RM0104) 5.0%Elastane (Spandex) (RM0160) Greige yarns (PC0030) Carded yarns (PD0067) 100.0%Organic Cotton (RM0104) Greige yarns (PC0030) Carded yarns (PD0067) 5.0%Elastane (Spandex) (RM0160) 95.0%Organic Cotton (RM0104) Greige yarns (PC0030) Normally combed yarns (PD0102) 100.0%Organic Cotton (RM0104) Greige yarns (PC0030) Normally combed yarns (PD0102) 5.0%Elastane (Spandex) (RM0160) 95.0%Organic Cotton (RM0104) Greige yarns (PC0030) Open-end yarns (PD0066) 100.0%Organic Cotton (RM0104) Greige yarns (PC0030) Open-end yarns (PD0066) 95.0%Organic Cotton (RM0104) 5.0%Elastane (Spandex) (RM0160) Outdoor (PC0018) Sleeping bags (PD0044) 100.0%Organic Cotton (RM0104) Outdoor (PC0018) Sleeping bags (PD0044) 100.0%Organic Cotton (RM0104)
trousers (PD0003) 100.0%Organic Cotton (RM0104) Children's apparel (PC0004) T-shirts"
Alpha Omega Egypt Clothing manufacturers S.A.E,Egypt (EG),Men's wear,,Wessam Hossam,w.hossam@aoegypt.com,"1st Industrial Zone, St. No 90, Plot No.80, 6th of October City, Giza, Egypt.",CB-GOTS-CUC-03- 1227356,Control Union Certifications,2024-02-11,Product categories: Men's apparel (PC0001)
ALPHA ORGANICS CLOTHING INDIA,India (IN),"Accessories, Babywear, Ladieswear, Children's wear, Fabrics, Men's wear",,A SIVABALU,info@alphaorganicsclothing.com,,ICEA-TX-3186,ICEA Istituto per la Certificazione Etica e Ambientale,2024-06-06,"Babies' apparel (PC0003)
Children's apparel (PC0004)
Dyed fabrics (PC0025)
Home textiles (PC0010)
Men's apparel (PC0001)
Women's apparel (PC0002)
Worn accessories (PC0012)"
Alpha Textile Free Zone,Egypt (EG),"Babywear, Children's wear, Ladieswear, Men's wear",,Mehmet Dal,mehmetd@gamateks.com,"Public Free zone, block# 800, Alexandria, Egypt",CB-GOTS-CUC-03- 1052404,Control Union Certifications,2024-04-12,"Babies' apparel (PC0003)
Children's apparel (PC0004)
Men's apparel (PC0001)
Product categories: Women's apparel (PC0002)"
Alpin Corap San.ve Tic. A.S.,Turkey (TR),Socks,,Duygu Dursun Pancaroglu,isg@alpincorap.com.tr,Bakir ve Pirinc Sanayicileri Sitesi Mustafa Kurtoglu Cad. No: 18 Beylikduzu,CU 815206,Control Union Certifications,2024-08-08,Socks - 100% Organic Cotton Socks - 75% Organic Cotton + 22% Polyamide + 3% Elastane Socks - 95% Organic Cotton + 5% Elastane
ALPINE EXPO TEX (P) LTD,India (IN),Fabrics,,,,,EGL/158063/GOTS,Ecocert Greenlife,2024-06-30,Dyed fabrics (PC0025) - Knitted Fabric (PD0058) - 100% organic cotton (RM0104) Dyed fabrics (PC0025) - Woven fabrics (PD0059) - 100% organic cotton (RM0104) Greige fabrics (PC0026) - Woven fabrics (PD0059) - 100% organic cotton (RM0104) Printed fabrics (PC0039) - Woven fabrics (PD0059) - 100% organic cotton (RM0104)
Alpine Knits India Pvt Ltd,India (IN),"Fabrics, Yarns",,Thirumaran K,,Chittambalam Village,GCL-300444,GCL International,2024-01-25,Greige Yarns (PC0030) [Carded Yarns (PD0067) 100% Organic cotton (RM0104)] Greige Yarns (PC0030) [Normally Combed Yarns (PD0102) 100% Organic Cotton (RM0104)] Greige fabrics (PC0026) [Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104)] Greige fabrics (PC0026) [Knitted Fabrics (PD0058) 94% Organic Cotton (RM0104) + 6% Viscose (rayon) (RM0238)] Greige fabrics (PC0026) [Knitted Fabrics (PD0058) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160)]
Alps Apparels Ltd.,Bangladesh (BD),"Accessories, Babywear, Ladieswear, Children's wear, Men's wear, Product category (other)",,,,"Uttar Jaharchanda, Ashulia, Savar 1341 Dhaka (BD-C) / Bangladesh (BD)",00053606,CCPB Certificazione e Controllo Prodotti Biologici ltd,2024-04-28,"Babies' clothing (PD0013)
Babies` apparel (PC0003) Product details: Pants
Children`s apparel (PC0004)
Froge
Hats
Jumpsuit
Ladies Skirt
Leggings
Men`s apparel (PC0001)
Other [ (Polo shirt
Overall. Knitted Dress)] (PD0100)
Pajama
Product categories: Worn accessories (PC0012)
Romper
Sweat shirt
T-shirts
Tank top
Women`s apparel (PC0002)
caps
head coverings (PD0030)
singlets (PD0007)
trousers (PD0003)"
"Alroubaia Fourtex Textiles Co, S.A.E",Egypt (EG),"Fabrics, Yarns",,,,"3rd industrial Zone extension ,Al-Sadat City , Egypt",CB-GOTS-CUC-03- 856255,Control Union Certifications,2024-01-22,"Dyed fabrics (PC0025)
Product categories: Undyed fabrics (PC0027)
Undyed yarns (PC0031)"
Alsar Orme Tekstil San. Ve Tic. Ltd. Sti.,Turkey (TR),"Fabrics, Yarns",,Hamit Sahin,alsar@alsarorme.com,Akcaburgaz Mah. 3090. Sk. No: 4 Esenyurt,CU 1032888,Control Union Certifications,2024-03-27,"Dyed fabrics (PC0025)
Dyed yarns (PC0029)
Greige fabrics (PC0026)
Greige yarns (PC0030)"
Alt&Shirazi Gbr,Germany (DE),Ladieswear,Mademoiselle YéYé,Kai Alt,Kai.alt@yeyeye.de,,BCS 36029,BCS,2024-02-28,"Cardigans
Jackets
Jumpsuits
Pullovers
Singlets - Organic cotton/Elastane - Made with organic
Singlets - Organic cotton/Elastane - Organic
T-shirts
T-shirts
T-shirts - Organic cotton - Organic
Trousers
Women's apparel - Dresses
Women's apparel - Dresses
Women's apparel - Sweaters"
Alteks Konfeksiyon Iml. Ihr. Ve Tic. A.S.,Turkey (TR),Garments,,Abdullah Alicioglu,abdullah@alteks.com.tr,,CU 1047857,Control Union Certifications,2024-09-30,Garments
ALTERA TEKSTIL VE AMBALAJ SANAYI TICARET LIMITED SIRKETI,Turkey (TR),Yarns,,,,"Turgut Ozal Mahallesi 48 Sokak No: 4/A Ic Kapi No:1, Sehzadeler",USB TEX3502,USB Certification,2024-04-18,Carded yarns (PD0067) - (in Roving Form) - 100% organic cotton (RM0104) Semi Combed Yarns (PD0101) - 94% organic cotton (RM0104) + 6% elastane (spandex) (RM0160) Super combed yarns (PD0068) - 100% organic cotton (RM0104) Carded yarns (PD0067) - 100% organic cotton (RM0104) Normally Combed Yarns (PD0102) - 100% organic cotton (RM0104) Normally Combed Yarns (PD0102) - 94% organic cotton (RM0104) + 6% elastane (spandex) (RM0160) Normally Combed Yarns (PD0102) - 93% organic cotton (RM0104) + 7% elastane (spandex) (RM0160) Normally Combed Yarns (PD0102) - 90% organic cotton (RM0104) + 10% elastane (spandex) (RM0160)
Alterfab INC,Canada (CA),"Fabrics, Accessories",,Mr. Aamir Malkani,aamir@alterfab.com,"6439, Chelsea Road,",CU 866793,Control Union Certifications,2024-02-06,"Carried accessories(PC0011)Bags
handbags
handbags
pouches (PD0024) -100.0%Organic Cotton (RM0104) Carried accessories(PC0011)Bags
pouches (PD0024) -100.0%Organic Cotton (RM0104) Dyed fabrics (PC0025) Knitted fabrics (PD0058) -100.0%Organic Cotton (RM0104) Dyed fabrics (PC0025) Knitted fabrics (PD0058) -100.0%Organic Cotton (RM0104) Greige fabrics (PC0026) Knitted fabrics (PD0058) -100.0%Organic Cotton (RM0104)
totes
totes"
Alterosac,Belgium (BE),"Accessories, Home Textiles, Hygiene products",,Florence HERICKX,info@alterosac.com,"223, rue de la Jonchère",232616,Ecocert Greenlife,2024-06-30,"Babies' accessories (PD0014) Table linen
handbags
kitchen linen
napkin (PD0016) Towels
pouches (PD0024) Handkerchiefs (PD0029) Topical products (PD0032)
table cloth
toilet linen (PD0017) Food contact textiles (PD0018) Bags
totes"
Altinbasak Tekstil San ve Tic.A.s.,Turkey (TR),"Fabrics, Home Textiles",,,,Organize Sanayi. Bolgesi. 1. Kisim Turan Bahadir Caddesi No:17 Honaz,ETKO 00004251,ETKO Ekolojik Tarim Kontrol Organizasyonu Ltd Sti,2024-09-27,"Knitted fabrics (PD0058)Woven fabrics (PD0059)Towels
bedspreads
kitchen linen
quilts (PD0019)Bathrobe (PD0100)
toilet linen (PD0017)Blankets"
ALTINTRANSFER DIJITAL BASKI VE KUMASCILIK ITHALAT IHRACAT SANAYI TICARET LIMITED SIRKETI,Turkey (TR),Fabrics,,Onur Turkoglu,,"AOSB Mah. 10016 Sk. No: 10,Cigli,",GCL-302457,GCL International,2024-07-09,Printed fabrics (PC0039) [Knitted fabrics (Cut panels) (PD0058) 100% Organic Cotton (RM0104)] Printed fabrics (PC0039) [Woven fabrics (Cut panels) (PD0059) 100% Organic Cotton (RM0104)]
ALTOTEKS TEKSTIL GIYIM BOYA APRE SANAYI VE TICARET ANONIM SIRKETI CORLU SUBESI,Turkey (TR),Fabrics,,,,"Vakiflar Osb Mahallesi D100 Cad. No: 31 /1, Ergene",USB 002292,USB Certification,2024-07-13,Woven fabrics (PD0059) - 100% organic cotton (RM0104) Woven fabrics (PD0059) - 98% organic cotton (RM0104) + 2% elastane (RM0160) Woven fabrics (PD0059) - 97% organic cotton (RM0104) + 3% elastane (RM0160) Woven fabrics (PD0059) - 96.5% organic cotton (RM0104) + 3.5% elastane (RM0160) Woven fabrics (PD0059) - 96% organic cotton (RM0104) + 4% elastane (RM0160) Woven fabrics (PD0059) - 95% organic cotton (RM0104) + 5% elastane (RM0160) Woven fabrics (PD0059) - 90% organic cotton (RM0104) + 10% elastane (RM0160) Woven fabrics (PD0059) - 75% organic cotton (RM0104) + 25% flax (linen) (RM0108) Knitted fabrics (PD0058) - 90% organic cotton (RM0104) + 10% elastane (RM0160) Woven fabrics (PD0059) - 70% organic cotton (RM0104) + 30% recycled pre/post-consumer polyester (RM0187) Woven fabrics (PD0059) - 99% organic cotton (RM0104) + 1% elastane (RM0160) Woven fabrics (PD0059) - 71% organic cotton (RM0104) + 29% recycled pre/post-consumer polyester (RM0187) Woven fabrics (PD0059) - 100% organic flax (linen) (RM0110) Woven fabrics (PD0059) - 99% organic cotton (RM0104) + 1% elastane (spandex) (RM0160) Woven fabrics (PD0059) - 97% organic cotton (RM0104) + 3% elastane (spandex) (RM0160)
ALTRAQUALITA’ soc. coop. r. l.,Italy (IT),"Babywear, Children's wear, Garments, Ladieswear, Men's wear",,,,,ICEA-TX-303,ICEA Istituto per la Certificazione Etica e Ambientale,2024-02-11,"Babies' apparel (PC0003)
Children's apparel (PC0004)
Children's apparel (PC0004)
Men's apparel (PC0001)
Unisex apparel (PC0005)
Women's apparel (PC0002)"
Altunlar Orme Kumas Ve Tekstil Ins. San. Ve Dis Tic. Ltd. Sti.,Turkey (TR),Fabrics,,Zekeriya Altun,info@altunlarorme.com.tr,Sururi Mh. Rastikci Sk. No: 3/1 Fatih,CU 1159008,Control Union Certifications,2024-04-03,Fabrics
Altyn Bula LLC,Kyrgyzstan (KG),Raw Fibres,,,,"St.K.Osmonov 4, Kyzyl Ai Village, Bazar Korgon 720808 Jalal-Abad (KG-J) / Kyrgyzstan (KG)",00053750,CCPB Certificazione e Controllo Prodotti Biologici ltd,2024-01-27,Product categories: Undyed fibers (PC0034) Product details: Lint cotton (PD0074)
ALV GROUP SRL,Italy (IT),"Accessories, Product category (other)",,,,"Corso Leonardo da Vinci, 48 Gallarate 21013 Lombardia (IT-25), Italy (IT)",00053672,CCPB Certificazione e Controllo Prodotti Biologici ltd,2024-08-03,Product categories: Functional accessories (PC0017) Product details: Other [shoelace] (PD0100)
Alva Linen AB,Sweden (SE),Home Textiles,,,,,CU 1085091,Control Union Certifications,2024-02-07,"Bedding Bed linen
bed sheets - 100.0% Organic Cotton Bedding Bed linen
bed sheets - 1.0% Recycled Pre/Post Consumer Polyester + 99.0% Organic Cotton Home textiles Towels
kitchen linen
toilet linen 100.0% Organic Cotton"
Alvi GmbH,Germany (DE),Home Textiles,,Nahrin Aram,n.aram@alvi.de,,234360,Ecocert Greenlife,2024-09-13,"10% recycled polyester (RM0187)
20% recycled polyester (RM0187) Babies apparel (PC0003) Babies' clothing (PD0014) 100% organic cotton (RM0104)
20% recycled polyester (RM0187) Worn accessories (PC0012) Scarves
20% recycled polyester (RM0187) Toys (PC0024) Soft toys (PD0056) Cover: 100% organic cotton (RM0104)
70% organic cotton (RM0104) 30% recycled polyester (RM0187)
75% organic cotton (RM0104) 15% organic hemp (RM0116) 10% recylced polyester (RM0187) Other (PC0038) Other (PD0100) 100% organic cotton (RM0104)
80% organic cotton (RM0104)
80% organic cotton (RM0104)
90% organic cotton
Bed linen
Filling: 80% organic cotton (RM0104)
Home textiles (PC0010) Blankets (PD0019)
Sleeping bags (PD0044) 100% organic cotton (RM0104) 70% organic cotton (RM0104) 30% recycled polyester (RM0187)
bed sheets (PD0015)
shawls
veils (PD0028) 100% organic cotton (RM0104) Dyed fabrics (PC0025) Knitted fabrics (PD0058) 100% organic cotton (RM0104)"
AMMAYAPPER TEXTILES PRIVATE LIMITED,India (IN),"Babywear, Children's wear, Ladieswear, Men's wear",,,,"Survey No 1359, Perambakkam Road, Gandhipet, Ulundai Post",USB 004148,USB Certification,2024-11-17,"Pants
blouses (PD0005) - 100% organic cotton (RM0104) T-shirts
singlets (PD0007) - 100% organic cotton (RM0104) Dresses
skirts (PD0011) - 100% organic cotton (RM0104) Babies clothing (PD0013) - 100% organic cotton (RM0104) Babies accessories (PD0014) - 100% organic cotton (RM0104)
trousers (PD0003) - 100% organic cotton (RM0104) Shirts"
Ammehoela,Netherlands (NL),"Babywear, Children's wear",,,,,CU 1112280,Control Union Certifications,2024-07-16,See Scope Certificate
